"title","description","channel_create_dt","thumbnail","country","viewCount","subscriberCount","videoCount"
"Madras Samayal","Madras Samayal features traditional and modern recipes which were handed to me by my mother, mother in law and my grand-mother. Some of these recipes have been simplified to suit the modern cooking style while still retaining the traditional taste of Tamil Nadu Cuisine. This cuisine is very peculiar in the aspect that it stimulates the taste buds of all six tastes in every dish prepared and thus satisfying the palette thoroughly. Come on and learn the recipe of these tasty dishes. "" Navin Suvai Arumbukkal Malarattum""","2015-12-08T01:23:39Z","https://yt3.ggpht.com/ytc/AIdro_ntHd1tycfd_0oxKZ0GoFGMCNClvrut9EI43sc9mYsi6y4=s800-c-k-c0x00ffffff-no-rj","US","1690683402","6320000","913"
